mo_id,mo_number,mo_date,requested_by,requested_by_department,from_department_id,to_department_id,move_order_type,priority,source_location,destination_location,reason,required_date,approved_by,approved_date,issued_by,issued_date,received_by,received_date,status,remarks
416,MO-2024-0416,2024-07-25,9,4,5,5,Production to Quality,Urgent,Production Line,Quality Inspection,Production to Quality for motor manufacturing operations.,2024-07-26,,,,,,,Pending Approval,Generated internal movement.
417,MO-2024-0417,2024-07-26,10,5,5,6,Production to Finished Goods,Low,Assembly,FG Store,Production to Finished Goods for motor manufacturing operations.,2024-07-28,13.0,2024-07-26,1.0,2024-07-26,3.0,2024-07-27,Received,Generated internal movement.
418,MO-2024-0418,2024-07-27,11,5,6,6,Finished Goods to Dispatch,Medium,FG Store,Dispatch Dock,Finished Goods to Dispatch for motor manufacturing operations.,2024-07-30,1.0,2024-07-27,3.0,2024-07-27,4.0,2024-07-28,Received,Generated internal movement.
419,MO-2024-0419,2024-07-28,12,6,3,5,Stores to Maintenance,High,Maintenance Store,Maintenance Bay,Stores to Maintenance for motor manufacturing operations.,2024-08-01,3.0,2024-07-28,4.0,2024-07-28,5.0,2024-07-29,Received,Generated internal movement.
420,MO-2024-0420,2024-07-29,13,6,5,3,Return to Stores,Urgent,Assembly Surplus,Central Warehouse,Return to Stores for motor manufacturing operations.,2024-08-03,4.0,2024-07-29,5.0,2024-07-29,6.0,2024-07-30,Received,Generated internal movement.
421,MO-2024-0421,2024-07-30,1,1,3,5,Stores to Production,Low,Central Warehouse,Production Line,Stores to Production for motor manufacturing operations.,2024-07-31,,,,,,,Pending Approval,Generated internal movement.
422,MO-2024-0422,2024-07-31,3,2,5,5,Production to Quality,Medium,Production Line,Quality Inspection,Production to Quality for motor manufacturing operations.,2024-08-02,6.0,2024-07-31,7.0,2024-07-31,8.0,2024-08-01,Received,Generated internal movement.
423,MO-2024-0423,2024-08-01,4,2,5,6,Production to Finished Goods,High,Assembly,FG Store,Production to Finished Goods for motor manufacturing operations.,2024-08-04,7.0,2024-08-01,8.0,2024-08-01,9.0,2024-08-02,Received,Generated internal movement.
424,MO-2024-0424,2024-08-02,5,1,6,6,Finished Goods to Dispatch,Urgent,FG Store,Dispatch Dock,Finished Goods to Dispatch for motor manufacturing operations.,2024-08-06,8.0,2024-08-02,9.0,2024-08-02,10.0,2024-08-03,Received,Generated internal movement.
425,MO-2024-0425,2024-08-03,6,3,3,5,Stores to Maintenance,Low,Maintenance Store,Maintenance Bay,Stores to Maintenance for motor manufacturing operations.,2024-08-08,9.0,2024-08-03,10.0,2024-08-03,11.0,2024-08-04,Received,Generated internal movement.
426,MO-2024-0426,2024-08-04,7,3,5,3,Return to Stores,Medium,Assembly Surplus,Central Warehouse,Return to Stores for motor manufacturing operations.,2024-08-05,,,,,,,Pending Approval,Generated internal movement.
427,MO-2024-0427,2024-08-05,8,4,3,5,Stores to Production,High,Central Warehouse,Production Line,Stores to Production for motor manufacturing operations.,2024-08-07,11.0,2024-08-05,12.0,2024-08-05,13.0,2024-08-06,Received,Generated internal movement.
428,MO-2024-0428,2024-08-06,9,4,5,5,Production to Quality,Urgent,Production Line,Quality Inspection,Production to Quality for motor manufacturing operations.,2024-08-09,12.0,2024-08-06,13.0,2024-08-06,1.0,2024-08-07,Received,Generated internal movement.
429,MO-2024-0429,2024-08-07,10,5,5,6,Production to Finished Goods,Low,Assembly,FG Store,Production to Finished Goods for motor manufacturing operations.,2024-08-11,13.0,2024-08-07,1.0,2024-08-07,3.0,2024-08-08,Received,Generated internal movement.
430,MO-2024-0430,2024-08-08,11,5,6,6,Finished Goods to Dispatch,Medium,FG Store,Dispatch Dock,Finished Goods to Dispatch for motor manufacturing operations.,2024-08-13,1.0,2024-08-08,3.0,2024-08-08,4.0,2024-08-09,Received,Generated internal movement.
431,MO-2024-0431,2024-08-09,12,6,3,5,Stores to Maintenance,High,Maintenance Store,Maintenance Bay,Stores to Maintenance for motor manufacturing operations.,2024-08-10,,,,,,,Pending Approval,Generated internal movement.
432,MO-2024-0432,2024-08-10,13,6,5,3,Return to Stores,Urgent,Assembly Surplus,Central Warehouse,Return to Stores for motor manufacturing operations.,2024-08-12,4.0,2024-08-10,5.0,2024-08-10,6.0,2024-08-11,Received,Generated internal movement.
433,MO-2024-0433,2024-08-11,1,1,3,5,Stores to Production,Low,Central Warehouse,Production Line,Stores to Production for motor manufacturing operations.,2024-08-14,5.0,2024-08-11,6.0,2024-08-11,7.0,2024-08-12,Received,Generated internal movement.
434,MO-2024-0434,2024-08-12,3,2,5,5,Production to Quality,Medium,Production Line,Quality Inspection,Production to Quality for motor manufacturing operations.,2024-08-16,6.0,2024-08-12,7.0,2024-08-12,8.0,2024-08-13,Received,Generated internal movement.
435,MO-2024-0435,2024-08-13,4,2,5,6,Production to Finished Goods,High,Assembly,FG Store,Production to Finished Goods for motor manufacturing operations.,2024-08-18,7.0,2024-08-13,8.0,2024-08-13,9.0,2024-08-14,Received,Generated internal movement.
436,MO-2024-0436,2024-08-14,5,1,6,6,Finished Goods to Dispatch,Urgent,FG Store,Dispatch Dock,Finished Goods to Dispatch for motor manufacturing operations.,2024-08-15,,,,,,,Pending Approval,Generated internal movement.
437,MO-2024-0437,2024-08-15,6,3,3,5,Stores to Maintenance,Low,Maintenance Store,Maintenance Bay,Stores to Maintenance for motor manufacturing operations.,2024-08-17,9.0,2024-08-15,10.0,2024-08-15,11.0,2024-08-16,Received,Generated internal movement.
438,MO-2024-0438,2024-08-16,7,3,5,3,Return to Stores,Medium,Assembly Surplus,Central Warehouse,Return to Stores for motor manufacturing operations.,2024-08-19,10.0,2024-08-16,11.0,2024-08-16,12.0,2024-08-17,Received,Generated internal movement.
439,MO-2024-0439,2024-08-17,8,4,3,5,Stores to Production,High,Central Warehouse,Production Line,Stores to Production for motor manufacturing operations.,2024-08-21,11.0,2024-08-17,12.0,2024-08-17,13.0,2024-08-18,Received,Generated internal movement.
440,MO-2024-0440,2024-08-18,9,4,5,5,Production to Quality,Urgent,Production Line,Quality Inspection,Production to Quality for motor manufacturing operations.,2024-08-23,12.0,2024-08-18,13.0,2024-08-18,1.0,2024-08-19,Received,Generated internal movement.
441,MO-2024-0441,2024-08-19,10,5,5,6,Production to Finished Goods,Low,Assembly,FG Store,Production to Finished Goods for motor manufacturing operations.,2024-08-20,,,,,,,Pending Approval,Generated internal movement.
442,MO-2024-0442,2024-08-20,11,5,6,6,Finished Goods to Dispatch,Medium,FG Store,Dispatch Dock,Finished Goods to Dispatch for motor manufacturing operations.,2024-08-22,1.0,2024-08-20,3.0,2024-08-20,4.0,2024-08-21,Received,Generated internal movement.
443,MO-2024-0443,2024-08-21,12,6,3,5,Stores to Maintenance,High,Maintenance Store,Maintenance Bay,Stores to Maintenance for motor manufacturing operations.,2024-08-24,3.0,2024-08-21,4.0,2024-08-21,5.0,2024-08-22,Received,Generated internal movement.
444,MO-2024-0444,2024-08-22,13,6,5,3,Return to Stores,Urgent,Assembly Surplus,Central Warehouse,Return to Stores for motor manufacturing operations.,2024-08-26,4.0,2024-08-22,5.0,2024-08-22,6.0,2024-08-23,Received,Generated internal movement.
445,MO-2024-0445,2024-08-23,1,1,3,5,Stores to Production,Low,Central Warehouse,Production Line,Stores to Production for motor manufacturing operations.,2024-08-28,5.0,2024-08-23,6.0,2024-08-23,7.0,2024-08-24,Received,Generated internal movement.
446,MO-2024-0446,2024-08-24,3,2,5,5,Production to Quality,Medium,Production Line,Quality Inspection,Production to Quality for motor manufacturing operations.,2024-08-25,,,,,,,Pending Approval,Generated internal movement.
447,MO-2024-0447,2024-08-25,4,2,5,6,Production to Finished Goods,High,Assembly,FG Store,Production to Finished Goods for motor manufacturing operations.,2024-08-27,7.0,2024-08-25,8.0,2024-08-25,9.0,2024-08-26,Received,Generated internal movement.
448,MO-2024-0448,2024-08-26,5,1,6,6,Finished Goods to Dispatch,Urgent,FG Store,Dispatch Dock,Finished Goods to Dispatch for motor manufacturing operations.,2024-08-29,8.0,2024-08-26,9.0,2024-08-26,10.0,2024-08-27,Received,Generated internal movement.
449,MO-2024-0449,2024-08-27,6,3,3,5,Stores to Maintenance,Low,Maintenance Store,Maintenance Bay,Stores to Maintenance for motor manufacturing operations.,2024-08-31,9.0,2024-08-27,10.0,2024-08-27,11.0,2024-08-28,Received,Generated internal movement.
450,MO-2024-0450,2024-08-28,7,3,5,3,Return to Stores,Medium,Assembly Surplus,Central Warehouse,Return to Stores for motor manufacturing operations.,2024-09-02,10.0,2024-08-28,11.0,2024-08-28,12.0,2024-08-29,Received,Generated internal movement.
451,MO-2024-0451,2024-08-29,8,4,3,5,Stores to Production,High,Central Warehouse,Production Line,Stores to Production for motor manufacturing operations.,2024-08-30,,,,,,,Pending Approval,Generated internal movement.
452,MO-2024-0452,2024-08-30,9,4,5,5,Production to Quality,Urgent,Production Line,Quality Inspection,Production to Quality for motor manufacturing operations.,2024-09-01,12.0,2024-08-30,13.0,2024-08-30,1.0,2024-08-31,Received,Generated internal movement.
453,MO-2024-0453,2024-08-31,10,5,5,6,Production to Finished Goods,Low,Assembly,FG Store,Production to Finished Goods for motor manufacturing operations.,2024-09-03,13.0,2024-08-31,1.0,2024-08-31,3.0,2024-09-01,Received,Generated internal movement.
454,MO-2024-0454,2024-09-01,11,5,6,6,Finished Goods to Dispatch,Medium,FG Store,Dispatch Dock,Finished Goods to Dispatch for motor manufacturing operations.,2024-09-05,1.0,2024-09-01,3.0,2024-09-01,4.0,2024-09-02,Received,Generated internal movement.
455,MO-2024-0455,2024-09-02,12,6,3,5,Stores to Maintenance,High,Maintenance Store,Maintenance Bay,Stores to Maintenance for motor manufacturing operations.,2024-09-07,3.0,2024-09-02,4.0,2024-09-02,5.0,2024-09-03,Received,Generated internal movement.
456,MO-2024-0456,2024-09-03,13,6,5,3,Return to Stores,Urgent,Assembly Surplus,Central Warehouse,Return to Stores for motor manufacturing operations.,2024-09-04,,,,,,,Pending Approval,Generated internal movement.
457,MO-2024-0457,2024-09-04,1,1,3,5,Stores to Production,Low,Central Warehouse,Production Line,Stores to Production for motor manufacturing operations.,2024-09-06,5.0,2024-09-04,6.0,2024-09-04,7.0,2024-09-05,Received,Generated internal movement.
458,MO-2024-0458,2024-09-05,3,2,5,5,Production to Quality,Medium,Production Line,Quality Inspection,Production to Quality for motor manufacturing operations.,2024-09-08,6.0,2024-09-05,7.0,2024-09-05,8.0,2024-09-06,Received,Generated internal movement.
459,MO-2024-0459,2024-09-06,4,2,5,6,Production to Finished Goods,High,Assembly,FG Store,Production to Finished Goods for motor manufacturing operations.,2024-09-10,7.0,2024-09-06,8.0,2024-09-06,9.0,2024-09-07,Received,Generated internal movement.
460,MO-2024-0460,2024-09-07,5,1,6,6,Finished Goods to Dispatch,Urgent,FG Store,Dispatch Dock,Finished Goods to Dispatch for motor manufacturing operations.,2024-09-12,8.0,2024-09-07,9.0,2024-09-07,10.0,2024-09-08,Received,Generated internal movement.
461,MO-2024-0461,2024-09-08,6,3,3,5,Stores to Maintenance,Low,Maintenance Store,Maintenance Bay,Stores to Maintenance for motor manufacturing operations.,2024-09-09,,,,,,,Pending Approval,Generated internal movement.
462,MO-2024-0462,2024-09-09,7,3,5,3,Return to Stores,Medium,Assembly Surplus,Central Warehouse,Return to Stores for motor manufacturing operations.,2024-09-11,10.0,2024-09-09,11.0,2024-09-09,12.0,2024-09-10,Received,Generated internal movement.
463,MO-2024-0463,2024-09-10,8,4,3,5,Stores to Production,High,Central Warehouse,Production Line,Stores to Production for motor manufacturing operations.,2024-09-13,11.0,2024-09-10,12.0,2024-09-10,13.0,2024-09-11,Received,Generated internal movement.
464,MO-2024-0464,2024-09-11,9,4,5,5,Production to Quality,Urgent,Production Line,Quality Inspection,Production to Quality for motor manufacturing operations.,2024-09-15,12.0,2024-09-11,13.0,2024-09-11,1.0,2024-09-12,Received,Generated internal movement.
465,MO-2024-0465,2024-09-12,10,5,5,6,Production to Finished Goods,Low,Assembly,FG Store,Production to Finished Goods for motor manufacturing operations.,2024-09-17,13.0,2024-09-12,1.0,2024-09-12,3.0,2024-09-13,Received,Generated internal movement.
466,MO-2024-0466,2024-09-13,11,5,6,6,Finished Goods to Dispatch,Medium,FG Store,Dispatch Dock,Finished Goods to Dispatch for motor manufacturing operations.,2024-09-14,,,,,,,Pending Approval,Generated internal movement.
467,MO-2024-0467,2024-09-14,12,6,3,5,Stores to Maintenance,High,Maintenance Store,Maintenance Bay,Stores to Maintenance for motor manufacturing operations.,2024-09-16,3.0,2024-09-14,4.0,2024-09-14,5.0,2024-09-15,Received,Generated internal movement.
468,MO-2024-0468,2024-09-15,13,6,5,3,Return to Stores,Urgent,Assembly Surplus,Central Warehouse,Return to Stores for motor manufacturing operations.,2024-09-18,4.0,2024-09-15,5.0,2024-09-15,6.0,2024-09-16,Received,Generated internal movement.
469,MO-2024-0469,2024-09-16,1,1,3,5,Stores to Production,Low,Central Warehouse,Production Line,Stores to Production for motor manufacturing operations.,2024-09-20,5.0,2024-09-16,6.0,2024-09-16,7.0,2024-09-17,Received,Generated internal movement.
470,MO-2024-0470,2024-09-17,3,2,5,5,Production to Quality,Medium,Production Line,Quality Inspection,Production to Quality for motor manufacturing operations.,2024-09-22,6.0,2024-09-17,7.0,2024-09-17,8.0,2024-09-18,Received,Generated internal movement.
471,MO-2024-0471,2024-09-18,4,2,5,6,Production to Finished Goods,High,Assembly,FG Store,Production to Finished Goods for motor manufacturing operations.,2024-09-19,,,,,,,Pending Approval,Generated internal movement.
472,MO-2024-0472,2024-09-19,5,1,6,6,Finished Goods to Dispatch,Urgent,FG Store,Dispatch Dock,Finished Goods to Dispatch for motor manufacturing operations.,2024-09-21,8.0,2024-09-19,9.0,2024-09-19,10.0,2024-09-20,Received,Generated internal movement.
473,MO-2024-0473,2024-09-20,6,3,3,5,Stores to Maintenance,Low,Maintenance Store,Maintenance Bay,Stores to Maintenance for motor manufacturing operations.,2024-09-23,9.0,2024-09-20,10.0,2024-09-20,11.0,2024-09-21,Received,Generated internal movement.
474,MO-2024-0474,2024-09-21,7,3,5,3,Return to Stores,Medium,Assembly Surplus,Central Warehouse,Return to Stores for motor manufacturing operations.,2024-09-25,10.0,2024-09-21,11.0,2024-09-21,12.0,2024-09-22,Received,Generated internal movement.
475,MO-2024-0475,2024-09-22,8,4,3,5,Stores to Production,High,Central Warehouse,Production Line,Stores to Production for motor manufacturing operations.,2024-09-27,11.0,2024-09-22,12.0,2024-09-22,13.0,2024-09-23,Received,Generated internal movement.
476,MO-2024-0476,2024-09-23,9,4,5,5,Production to Quality,Urgent,Production Line,Quality Inspection,Production to Quality for motor manufacturing operations.,2024-09-24,,,,,,,Pending Approval,Generated internal movement.
477,MO-2024-0477,2024-09-24,10,5,5,6,Production to Finished Goods,Low,Assembly,FG Store,Production to Finished Goods for motor manufacturing operations.,2024-09-26,13.0,2024-09-24,1.0,2024-09-24,3.0,2024-09-25,Received,Generated internal movement.
478,MO-2024-0478,2024-09-25,11,5,6,6,Finished Goods to Dispatch,Medium,FG Store,Dispatch Dock,Finished Goods to Dispatch for motor manufacturing operations.,2024-09-28,1.0,2024-09-25,3.0,2024-09-25,4.0,2024-09-26,Received,Generated internal movement.
479,MO-2024-0479,2024-09-26,12,6,3,5,Stores to Maintenance,High,Maintenance Store,Maintenance Bay,Stores to Maintenance for motor manufacturing operations.,2024-09-30,3.0,2024-09-26,4.0,2024-09-26,5.0,2024-09-27,Received,Generated internal movement.
480,MO-2024-0480,2024-09-27,13,6,5,3,Return to Stores,Urgent,Assembly Surplus,Central Warehouse,Return to Stores for motor manufacturing operations.,2024-10-02,4.0,2024-09-27,5.0,2024-09-27,6.0,2024-09-28,Received,Generated internal movement.
481,MO-2024-0481,2024-09-28,1,1,3,5,Stores to Production,Low,Central Warehouse,Production Line,Stores to Production for motor manufacturing operations.,2024-09-29,,,,,,,Pending Approval,Generated internal movement.
482,MO-2024-0482,2024-09-29,3,2,5,5,Production to Quality,Medium,Production Line,Quality Inspection,Production to Quality for motor manufacturing operations.,2024-10-01,6.0,2024-09-29,7.0,2024-09-29,8.0,2024-09-30,Received,Generated internal movement.
483,MO-2024-0483,2024-09-30,4,2,5,6,Production to Finished Goods,High,Assembly,FG Store,Production to Finished Goods for motor manufacturing operations.,2024-10-03,7.0,2024-09-30,8.0,2024-09-30,9.0,2024-10-01,Received,Generated internal movement.
484,MO-2024-0484,2024-10-01,5,1,6,6,Finished Goods to Dispatch,Urgent,FG Store,Dispatch Dock,Finished Goods to Dispatch for motor manufacturing operations.,2024-10-05,8.0,2024-10-01,9.0,2024-10-01,10.0,2024-10-02,Received,Generated internal movement.
485,MO-2024-0485,2024-10-02,6,3,3,5,Stores to Maintenance,Low,Maintenance Store,Maintenance Bay,Stores to Maintenance for motor manufacturing operations.,2024-10-07,9.0,2024-10-02,10.0,2024-10-02,11.0,2024-10-03,Received,Generated internal movement.
